question_id,question_text,ideal_answer,keywords_main,keywords_optional
Q122,What is 'Sign-Magnitude' representation?,A method for representing signed numbers where the most significant bit (MSB) is the sign bit and the remaining bits represent the magnitude.,sign bit | magnitude | 'sign | bit | bits | magnitude | magnitude' | method | most | msb | numbers | remaining | represent | representation | representing | sign | signed | significant,signed numbers |  binary
Q123,What is 'One's Complement'?,A method of representing negative binary numbers by inverting all the bits of the positive number.,inverting all bits | negative representation | 'one's | all | binary | bits | complement' | inverting | method | negative | number | numbers | positive | representation | representing,bitwise NOT |  binary arithmetic
Q124,What is 'Two's Complement'?,A method for representing signed integers where negative numbers are obtained by inverting bits and adding one to the least significant bit.,inverting bits adding one | signed integers | 'two's | adding | bit | bits | complement' | integers | inverting | least | method | negative | numbers | obtained | one | representing | signed | significant,negative numbers | subtraction
Q125,What is the 'Fetch-Execute Cycle'?,"The basic operation cycle of a computer where the CPU retrieves a program instruction from memory, determines what actions the instruction requires, and carries out those actions.",retrieves instruction | determines actions | carries out | 'fetch | actions | basic | carries | computer | cpu | cycle | cycle' | determines | execute | instruction | memory | operation | out | program | requires | retrieves | those,CPU cycle | instruction cycle
Q126,What is 'Clock Speed' in a CPU?,"The rate at which a processor executes instructions, typically measured in Hertz (Hz) or Gigahertz (GHz).",rate executes instructions | Hertz | 'clock | cpu | executes | ghz | gigahertz | hertz | hz | instructions | measured | processor | rate | speed' | typically,frequency |  performance
Q127,What is 'Cache Memory'?,"A small-sized type of volatile computer memory that provides high-speed data access to a processor and stores frequently used computer programs, applications, and data.",high-speed data access | stores frequently used data | 'cache | access | applications | computer | data | frequently | high | memory | memory' | processor | programs | provides | sized | small | speed | stores | type | used | volatile,CPU memory |  L1 L2 L3
Q128,Define 'Bandwidth' in networking.,"The maximum rate of data transfer across a given path, usually measured in bits per second.",maximum rate | data transfer | 'bandwidth' | across | bits | data | define | given | maximum | measured | networking | path | per | rate | second | transfer | usually,capacity |  speed
Q129,What is 'Throughput'?,The actual amount of data that is successfully moved from one place to another in a given time period.,actual data moved | given time | 'throughput' | actual | amount | another | data | given | moved | one | period | place | successfully | time,network performance | real speed
Q130,What is 'Latency' in a network?,The time it takes for a data packet to travel from its source to its destination.,time to travel | source to destination | 'latency' | data | destination | its | network | packet | source | takes | time | travel,delay | ping
Q131,What is 'Simplex' transmission?,"A communication mode where data flows in only one direction (e.g., Radio broadcasting).",one direction only | unidirectional | 'simplex' | broadcasting | communication | data | direction | flows | mode | one | only | radio | transmission | unidirectional,radio | tv
Q132,What is 'Half-Duplex' transmission?,"A communication mode where data can flow in both directions, but not simultaneously (e.g., Walkie-talkie).",both directions not simultaneously | walkie-talkie | 'half | both | but | can | communication | data | directions | duplex' | flow | mode | not | simultaneously | talkie | transmission | walkie,two-way | alternating
Q133,What is 'Full-Duplex' transmission?,"A communication mode where data can flow in both directions simultaneously (e.g., Telephone).",both directions simultaneously | telephone | 'full | both | can | communication | data | directions | duplex' | flow | mode | simultaneously | telephone | transmission,two-way | simultaneous
Q134,What is a 'MAC Address'?,A unique identifier assigned to a network interface controller (NIC) for use as a network address in communications within a network segment.,unique identifier | NIC | network address | 'mac | address | address' | assigned | communications | controller | identifier | interface | network | nic | segment | unique | use | within,physical address |  hardware ID
Q135,What is an 'IP Address'?,A numerical label assigned to each device connected to a computer network that uses the Internet Protocol for communication.,numerical label | network device | communication | 'ip | address' | assigned | communication | computer | connected | device | each | internet | label | network | numerical | protocol | uses,logical address |  IPv4
Q136,What is the function of a 'Router'?,A networking device that forwards data packets between computer networks.,forwards packets | between networks | 'router' | between | computer | data | device | forwards | function | networking | networks | packets,gateway |  path determination
Q137,What is the function of a 'Switch'?,A networking device that connects devices within a network (LAN) and uses MAC addresses to forward data to the correct destination.,connects devices | LAN | uses MAC addresses | 'switch' | addresses | connects | correct | data | destination | device | devices | forward | function | lan | mac | network | networking | uses | within,packet switching | filtering
Q138,What is 'Structured Query Language' (SQL)?,"A standard language for storing, manipulating, and retrieving data in databases.",standard language | databases | 'structured | data | databases | language | language' | manipulating | query | retrieving | sql | standard | storing,query | CRUD
Q139,What is the CREATE TABLE command used for?,It is used to create a new table in a database.,create new table | database | command | create | database | new | table | used,DDL |  schema
Q140,What does the DROP TABLE command do?,It deletes an existing table and all its data from the database.,deletes table | removes data | all | command | data | database | deletes | do | does | drop | existing | its | removes | table,DDL |  delete structure
Q141,What is the ALTER TABLE command used for?,"It is used to add, delete, or modify columns in an existing table.",modify columns | existing table | add | alter | columns | command | delete | existing | modify | table | used,DDL |  change structure
Q142,What is a 'Candidate Key'?,"A column, or set of columns, in a table that can uniquely identify any database record without referring to any other data.",uniquely identify | minimal set | 'candidate | any | can | column | columns | data | database | identify | key' | minimal | other | record | referring | set | table | uniquely | without,potential primary key |  unique
Q143,What is 'Referential Integrity'?,"A property of data stating that all of its references are valid; essentially, a foreign key value must match a primary key value in the parent table.",valid references | foreign key matches primary | 'referential | all | data | essentially | foreign | integrity' | its | key | match | matches | must | parent | primary | property | references | stating | table | valid | value,consistency |  database constraint
Q144,What is 'Normalization' in databases?,The process of organizing data in a database to reduce redundancy and improve data integrity.,organizing data | reduce redundancy | 'normalization' | data | database | databases | improve | integrity | organizing | process | reduce | redundancy,1NF 2NF 3NF|  design
Q145,What is the 'Waterfall Model' in SDLC?,"A sequential design process where progress is seen as flowing steadily downwards through phases like Requirements, Analysis, Design, Implementation, and Maintenance.",sequential process | flowing downwards | 'waterfall | analysis | design | downwards | flowing | implementation | like | maintenance | model' | phases | process | progress | requirements | sdlc | seen | sequential | steadily | through,SDLC | linear
Q146,What is the 'Spiral Model'?,A risk-driven software development process model that combines elements of both design and prototyping in stages.,risk-driven | combines design prototyping | 'spiral | both | combines | design | development | driven | elements | model | model' | process | prototyping | risk | software | stages,iterative | large projects
Q147,What is 'Black Box Testing'?,A method of software testing that examines the functionality of an application without peering into its internal structures or workings,examines functionality | internal structure unknown | 'black | application | box | examines | functionality | internal | its | method | peering | software | structure | structures | testing | testing' | unknown | without | workings,input output |  functional testing
Q148,What is 'White Box Testing'?,"A testing method that tests internal structures or workings of an application, as opposed to its functionality.",tests internal structures | workings known | 'white | application | box | functionality | internal | its | known | method | opposed | structures | testing | testing' | tests | workings,structural testing | code logic
Q149,What is 'Unit Testing'?,A level of software testing where individual units/components of a software are tested.,individual units | components tested | 'unit | components | individual | level | software | tested | testing | testing' | units,smallest part | developer test
Q150,What is 'System Testing'?,"Testing conducted on a complete, integrated system to evaluate the system's compliance with its specified requirements",complete integrated system | compliance requirements | 'system | complete | compliance | conducted | evaluate | integrated | its | requirements | specified | system | system's | testing | testing',end-to-end | verification
Q151,What is 'Acceptance Testing'?,"Formal testing with respect to user needs, requirements, and business processes conducted to determine whether or not a system satisfies the acceptance criteria.",user needs | satisfies criteria | 'acceptance | acceptance | business | conducted | criteria | determine | formal | needs | not | processes | requirements | respect | satisfies | system | testing | testing' | user | whether,UAT | final testing
Q152,What is the function of the 'Program Counter' (PC)?,It holds the memory address of the next instruction to be fetched and executed by the CPU.,holds memory address | next instruction | 'program | address | counter' | cpu | executed | fetched | function | holds | instruction | memory | next | pc,register | CPU
Q153,What is the 'Accumulator' in a CPU?,It is a register in the ALU that holds intermediate arithmetic and logic results during processing.,register | holds intermediate results | 'accumulator' | alu | arithmetic | cpu | during | holds | intermediate | logic | processing | register | results,ALU | storage
Q154,What is the 'Instruction Register' (IR)?,It is a register that holds the current instruction being executed or decoded.,holds current instruction | being executed | 'instruction | being | current | decoded | executed | holds | instruction | ir | register | register',register | decoding
Q155,What is the function of the 'Memory Address Register' (MAR)?,It holds the address of the memory location where data is to be read from or written to,holds address | memory location | 'memory | address | data | function | holds | location | mar | memory | read | register' | written,read write |  CPU
Q156,What is the 'Memory Data Register' (MDR)?,It holds the data being transferred to or from the memory (RAM).,holds data | transferred to/from memory | 'memory | being | data | holds | mdr | memory | ram | register' | transferred,buffer |  storage
Q157,Define 'System Bus'.,"A system bus is a single computer bus that connects the major components of a computer system, combining the functions of a data, address, and control bus.",connects major components | combines buses | 'system | address | bus | bus' | buses | combines | combining | components | computer | connects | control | data | define | functions | major | single | system,communication |  pathway
Q158,What is the 'Data Bus'?,"A bidirectional bus used to transfer actual data between the CPU, memory, and I/O devices.",transfer actual data | bidirectional | 'data | actual | between | bidirectional | bus | bus' | cpu | data | devices | memory | transfer | used,CPU memory I/O |  path
Q159,What is the 'Address Bus'?,A unidirectional bus used by the CPU to specify the physical address of the memory location it wants to access.,specify physical address | unidirectional | 'address | access | address | bus | bus' | cpu | location | memory | physical | specify | unidirectional | used | wants,memory location |  CPU
Q160,What is the 'Control Bus'?,"A bus used by the CPU to communicate with other devices by transmitting control signals (e.g., read/write).",transmit control signals | communicate | 'control | bus | bus' | communicate | control | cpu | devices | other | read | signals | transmit | transmitting | used | write,read write |  timing
Q161,What is 'SRAM' (Static RAM)?,A type of volatile memory that uses flip-flops to hold data and is faster but more expensive than DRAM; often used for Cache.,volatile | flip-flops | faster | 'sram' | but | cache | data | dram | expensive | faster | flip | flops | hold | memory | more | often | ram | static | than | type | used | uses | volatile,cache memory |  expensive
Q162,What is 'DRAM' (Dynamic RAM)?,A type of volatile memory that uses capacitors to store data and requires periodic refreshing; used for main system memory.,volatile | capacitors | periodic refreshing | 'dram' | capacitors | data | dynamic | main | memory | periodic | ram | refreshing | requires | store | system | type | used | uses | volatile,main memory | cheaper
Q163,What is 'ROM' (Read-Only Memory)?,Non-volatile memory that stores permanent data or instructions (firmware) required to boot the computer.,non-volatile | permanent data | boot instructions | 'rom' | boot | computer | data | firmware | instructions | memory | non | only | permanent | read | required | stores | volatile,firmware | BIOS
Q164,What is 'BIOS' (Basic Input/Output System)?,Firmware stored on a ROM chip that initializes and tests hardware during the boot process (POST).,firmware | initializes hardware | boot process | 'bios' | basic | boot | chip | during | firmware | hardware | initializes | input | output | post | process | rom | stored | system | tests,POST |  ROM
Q165,What is 'CMOS' memory?,"A small amount of memory on a computer motherboard that stores the BIOS settings (time, date, hardware info), powered by a battery.",stores BIOS settings | powered by battery | 'cmos' | amount | battery | bios | computer | date | hardware | info | memory | motherboard | powered | settings | small | stores | time,time date |  configuration
Q166,Define 'Access Time' in memory.,The time interval between the request for data and the delivery of data from the memory.,time interval | request to delivery | 'access | between | data | define | delivery | interval | memory | request | time | time',speed |  latency
Q167,What is 'Seek Time' in hard disks?,The time taken for the read/write head to move to the specific track on the disk.,time taken | head move to track | 'seek | disk | disks | hard | head | move | read | specific | taken | time | time' | track | write,disk performance |  latency
Q168,What is 'Rotational Latency'?,The time waiting for the disk sector to rotate under the read/write head.,The time waiting for the disk sector to rotate under the read/write head. | 'rotational | disk | head | latency' | read | rotate | sector | time | under | waiting | write,disk delay |  milliseconds
Q169,What is 'Flash Memory'?,"A type of non-volatile electronic storage media that can be electrically erased and reprogrammed (e.g., USB drives, SSDs).",non-volatile | electrically erased reprogrammed | 'flash | can | drives | electrically | electronic | erased | media | memory' | non | reprogrammed | ssds | storage | type | usb | volatile,SSD |  USB
Q170,What is an 'Interrupt' in OS?,A signal to the processor emitted by hardware or software indicating an event that needs immediate attention.,signal to processor | immediate attention | 'interrupt' | attention | emitted | event | hardware | immediate | indicating | needs | os | processor | signal | software,hardware software|  handler
Q171,What is 'Polling'?,A process where the CPU steadily checks whether a device needs attention or has changed state.,CPU checks | device needs attention | 'polling' | attention | changed | checks | cpu | device | has | needs | process | state | steadily | whether,active waiting | method
Q172,What is 'Deadlock' in an Operating System?,A situation where a set of processes are blocked because each process is holding a resource and waiting for another resource held by some other process.,processes blocked | holding waiting resources | 'deadlock' | another | because | blocked | each | held | holding | operating | other | process | processes | resource | resources | set | situation | some | system | waiting,freezing | circular wait
Q173,What is 'Starvation' in OS?,A problem where a process is perpetually denied necessary resources to process its work.,perpetually denied resources | process blocked | 'starvation' | blocked | denied | its | necessary | os | perpetually | problem | process | resources | work,scheduling |  priority
Q174,What is a 'GUI' (Graphical User Interface)?,An interface that allows users to interact with electronic devices through graphical icons and visual indicators.,interact through icons | visual indicators | 'gui' | allows | devices | electronic | graphical | icons | indicators | interact | interface | through | user | users | visual,user-friendly | mouse
Q175,What is a 'CLI' (Command Line Interface)?,An interface that processes commands to a computer program in the form of lines of text.,processes commands | text lines | 'cli' | command | commands | computer | form | interface | line | lines | processes | program | text,terminal |  command prompt
Q176,What is 'Open Source Software'?,"Software with source code that anyone can inspect, modify, and enhance (e.g., Linux).",source code available | inspect modify | 'open | anyone | available | can | code | enhance | inspect | linux | modify | software | software' | source,free |  community
Q177,What is 'Proprietary Software'?,"Software that is owned by an individual or a company, usually with restrictions on its use and source code kept secret (e.g., Windows).",owned by company | restrictions | source code secret | 'proprietary | code | company | individual | its | kept | owned | restrictions | secret | software | software' | source | use | usually | windows,closed source|  commercial
Q178,What is 'Malware'?,"Malicious software designed to cause damage to a computer, server, client, or computer network.",malicious software | cause damage | 'malware' | cause | client | computer | damage | designed | malicious | network | server | software,virus |  harmful
Q179,What is a 'Computer Virus'?,"A type of malware that, when executed, replicates itself by modifying other computer programs and inserting its own code.",replicates itself | modifies programs | 'computer | code | computer | executed | inserting | its | itself | malware | modifies | modifying | other | own | programs | replicates | type | virus',malware|  infection
Q180,What is a 'Trojan Horse'?,"Malware that misleads users of its true intent, often disguising itself as legitimate software.",misleads users | disguises as legitimate | 'trojan | disguises | disguising | horse' | intent | its | itself | legitimate | malware | misleads | often | software | true | users,malware | backdoor
Q181,What is 'Spyware'?,Software that aims to gather information about a person or organization without their knowledge.,gather information | without knowledge | 'spyware' | about | aims | gather | information | knowledge | organization | person | software | their | without,malware | tracking
Q182,What is 'Ransomware'?,A type of malware that threatens to publish the victim's data or perpetually block access to it unless a ransom is paid.,threatens to block access | ransom paid | 'ransomware' | access | block | data | malware | paid | perpetually | publish | ransom | threatens | type | unless | victim's,encryption |  extortion
Q183,What is a 'Logic Gate'?,"A physical electronic device implementing a Boolean function, performing a logical operation on one or more binary inputs.",Boolean function | logical operation | 'logic | binary | boolean | device | electronic | function | gate' | implementing | inputs | logical | more | one | operation | performing | physical,digital circuit |  building block
Q184,What is a 'NAND' Gate?,A logic gate that produces a LOW output (0) only if all the inputs are HIGH (1); it is a universal gate.,LOW if all HIGH | universal gate | 'nand' | all | gate | high | if | inputs | logic | low | only | output | produces | universal,opposite of AND |  digital
Q185,What is a 'NOR' Gate?,A logic gate that produces a HIGH output (1) only if all the inputs are LOW (0).,HIGH if all LOW | universal gate | 'nor' | all | gate | high | if | inputs | logic | low | only | output | produces | universal,opposite of OR |  digital
Q186,What is a 'XOR' (Exclusive OR) Gate?,A digital logic gate that gives a true (1) output when the number of true inputs is odd (or typically when inputs are different).,1 when inputs different | exclusive | 'xor' | different | digital | exclusive | gate | gives | inputs | logic | number | odd | output | true | typically,parity |  addition
Q187,What is a 'Combinational Circuit'?,"A digital logic circuit where the output depends only on the present combination of input variables (e.g., Adder).",output depends on inputs | no memory | 'combinational | adder | circuit | circuit' | combination | depends | digital | input | inputs | logic | memory | no | only | output | present | variables,adder | decoder
Q188,What is a 'Sequential Circuit'?,A logical circuit where the output depends on the present value of the input signals as well as the sequence of past inputs (has memory).,output depends on past inputs | has memory | 'sequential | circuit | circuit' | depends | has | input | inputs | logical | memory | output | past | present | sequence | signals | value | well,flip-flop | counter
Q189,What is a 'Half Adder'?,A combinational circuit that adds two single binary digits and produces a sum and a carry bit.,adds two bits | sum and carry | 'half | adder' | adds | binary | bit | bits | carry | circuit | combinational | digits | produces | single | sum | two,combinational |  arithmetic
Q190,What is a 'Full Adder'?,A combinational circuit that adds three bits (two inputs and a carry-in) and outputs a sum and a carry-out.,adds three bits | sum and carry-out | 'full | adder' | adds | bits | carry | circuit | combinational | inputs | out | outputs | sum | three | two,arithmetic | cascading
Q191,What is a 'Flip-Flop'?,A circuit that has two stable states and can be used to store state information (a single bit).,two stable states | store bit | 'flip | bit | can | circuit | flop' | has | information | single | stable | state | states | store | two | used,sequential |  memory
Q192,What is 'Octal Number System'?,A base-8 number system that uses digits from 0 to 7.,base-8 | digits 0-7 | 'octal | base | digits | number | system | system' | uses,number system | representation
Q193,What is 'Hexadecimal Number System'?,A base-16 number system that uses digits 0-9 and letters A-F.,base-16 | 0-9 A-F | 'hexadecimal | 16 | base | digits | letters | number | system | system' | uses,representation | memory addresses
Q194,What is the 'MSB' (Most Significant Bit)?,The bit in a multiple-bit binary number with the largest value (left-most bit),largest value | left-most bit | 'msb' | binary | bit | largest | left | most | multiple | number | significant | value,binary |  position
Q195,What is the 'LSB' (Least Significant Bit)?,The bit in a multiple-bit binary number with the smallest value (right-most bit).,smallest value | right-most bit | 'lsb' | binary | bit | least | most | multiple | number | right | significant | smallest | value,binary |  position
Q196,What is 'Parity Bit'?,A bit added to a string of binary code to ensure that the total number of 1-bits in the string is even or odd (error detection).,added bit | error detection | even or odd | 'parity | added | binary | bit | bit' | bits | code | detection | ensure | error | even | number | odd | string | total,check bit |  transmission
Q197,What is 'Sign and Magnitude' representation?,"A method where the most significant bit represents the sign (0 for +, 1 for -) and the remaining bits represent the magnitude.",sign bit | magnitude | 'sign | bit | bits | magnitude | magnitude' | method | most | remaining | represent | representation | represents | sign | significant,binary representation |  integers
Q198,What is 'One's Complement'?,A method to represent negative numbers by inverting all the bits of the positive number.,inverting all bits | negative numbers | 'one's | all | bits | complement' | inverting | method | negative | number | numbers | positive | represent,binary |  arithmetic
Q199,What is 'Two's Complement'?,"A mathematical operation to represent signed integers, formed by taking the one's complement and adding 1 to the LSB.",one's complement plus 1 | signed integers | 'two's | adding | complement | complement' | formed | integers | lsb | mathematical | one's | operation | plus | represent | signed | taking,standard | arithmetic
Q200,What is 'ASCII'?,American Standard Code for Information Interchange; a character encoding standard for text.,character encoding | text standard | 'ascii' | american | character | code | encoding | information | interchange | standard | text,7-bit |  representation
Q201,What is 'Unicode'?,"An international encoding standard for use with different languages and scripts, by which each letter, digit, or symbol is assigned a unique numeric value.",international standard | different languages | unique value | 'unicode' | assigned | different | digit | each | encoding | international | languages | letter | numeric | scripts | standard | symbol | unique | use | value,UTF-8 |  text encoding
Q202,What is 'Circuit Switching'?,A method of implementing a telecommunications network in which two network nodes establish a dedicated communications channel (circuit) through the network before the nodes may communicate.,dedicated communications channel | before communicate | 'circuit | before | channel | circuit | communicate | communications | dedicated | establish | implementing | may | method | network | nodes | switching' | telecommunications | through | two,telephone network | physical path
Q203,Difference between 'Guided' and 'Unguided' media.,"Guided media uses a physical path (cables) to transmit signals, whereas unguided media transmits signals through the air (wireless).",Guided media uses a physical path (cables) to transmit signals | whereas unguided media transmits signals through the air (wireless). | 'guided' | 'unguided' | air | between | cables | difference | guided | media | path | physical | signals | through | transmit | transmits | unguided | uses | whereas | wireless,cables | radio waves
Q204,What is 'Fiber Optic' transmission?,It allows digital data transmission over long distances and at higher data rates than electronic systems by using pulses of light through glass threads.,pulses of light | glass threads | long distances | 'fiber | allows | data | digital | distances | electronic | glass | higher | light | long | optic' | over | pulses | rates | systems | than | threads | through | transmission | using,total internal reflection |  high speed
Q205,What is the function of a 'Modem'?,A modem (Modulator-Demodulator) converts digital signals from a computer into analog signals for transmission over telephone lines and vice versa,converts digital to analog | analog to digital | 'modem' | analog | computer | converts | demodulator | digital | function | lines | modem | modulator | over | signals | telephone | transmission | versa | vice,modulation | demodulation
Q206,What is 'IP Addressing'?,"A logical addressing scheme used to identify devices on a network, allowing them to communicate with each other (e.g., 192.168.1.1).",logical addressing | identify devices | 'ip | 168 | 192 | addressing | addressing' | allowing | communicate | devices | each | identify | logical | network | other | scheme | them | used,IPv4 |  IPv6
Q207,What is 'Subnetting'?,The practice of dividing a single physical network into two or more smaller logical sub-networks (subnets) to improve efficiency and security.,dividing network | smaller logical sub-networks | 'subnetting' | dividing | efficiency | improve | logical | more | network | networks | physical | practice | security | single | smaller | sub | subnets | two,efficiency |  security
Q208,Define 'Network Protocol'.,A set of rules and conventions that define how data is transmitted and received over a network,set of rules | data transmission | 'network | conventions | data | define | network | over | protocol' | received | rules | set | transmission | transmitted,communication  |  standards
Q209,What is the 'Application Layer' in the OSI model?,"The topmost layer that provides network services directly to end-users and applications (e.g., HTTP, FTP, SMTP).",provides network services | end-users | 'application | applications | directly | end | ftp | http | layer | layer' | model | network | osi | provides | services | smtp | topmost | users,layer 7 |  interface
Q210,What is the 'Presentation Layer' in the OSI model?,It ensures that data is in a usable format and is where data encryption and decryption occur.,usable format | encryption decryption | 'presentation | data | decryption | encryption | ensures | format | layer' | model | occur | osi | usable,translation | layer 6
Q211,What is the 'Session Layer' in the OSI model?,"It manages the establishment, maintenance, and termination of connections (sessions) between applications.",establishment maintenance termination | sessions | 'session | applications | between | connections | establishment | layer' | maintenance | manages | model | osi | sessions | termination,dialogue control |  layer 5
Q212,What is the 'Transport Layer' in the OSI model?,"It ensures reliable data transfer, flow control, and error correction (e.g., TCP, UDP).",reliable data transfer | flow control | 'transport | control | correction | data | ensures | error | flow | layer' | model | osi | reliable | tcp | transfer | udp,error correction |  layer 4
Q213,What is a 'Derived Attribute' in an ER Diagram?,"An attribute whose value is calculated from other attributes and is not physically stored in the database (e.g., Age derived from Date of Birth).",calculated from other attributes | not stored | 'derived | age | attribute | attribute' | attributes | birth | calculated | database | date | derived | diagram | er | not | other | physically | stored | value | whose,dashed oval |  computation
Q214,What is a 'Multivalued Attribute'?,"An attribute that can hold multiple values for a single entity instance (e.g., Phone Numbers).",multiple values | single entity | 'multivalued | attribute | attribute' | can | entity | hold | instance | multiple | numbers | phone | single | values,double oval |  list
Q215,What is a 'Composite Attribute'?,"An attribute that can be subdivided into smaller sub-parts (e.g., Address into Street, City, Zip).",subdivided | smaller sub-parts | 'composite | address | attribute | attribute' | can | city | parts | smaller | street | sub | subdivided | zip,hierarchy |  structure
Q216,What is 'SQL Injection'?,A code injection technique used to attack data-driven applications by inserting malicious SQL statements into entry fields.,code injection | malicious SQL statements | 'sql | applications | attack | code | data | driven | entry | fields | injection | injection' | inserting | malicious | sql | statements | technique | used,security vulnerability | hacking
Q217,What is the 'HAVING' clause in SQL?,It is used to filter records that work on summarized GROUP BY results (similar to WHERE but for groups).,filter records | summarized results | GROUP BY | 'having' | but | clause | filter | group | groups | records | results | similar | sql | summarized | used | work,condition | aggregate functions
Q218,What is the 'DISTINCT' keyword in SQL?,"It is used to return only distinct (different) values in a result set, eliminating duplicates.",return distinct values | eliminate duplicates | 'distinct' | different | distinct | duplicates | eliminate | eliminating | keyword | only | result | return | set | sql | used | values,unique  | query
Q219,What is 'Referential Integrity'?,A database concept ensuring that relationships between tables remain consistent; a foreign key value must match a primary key in the parent table.,relationships consistent | foreign key match primary key | 'referential | between | concept | consistent | database | ensuring | foreign | integrity' | key | match | must | parent | primary | relationships | remain | table | tables | value,constraint |  consistency
Q220,What is 'SDLC' (Systems Development Life Cycle)?,"A process for planning, creating, testing, and deploying an information system.",planning creating testing deploying | information system | 'sdlc' | creating | cycle | deploying | development | information | life | planning | process | system | systems | testing,software development |  phases
Q221,What is 'Requirement Gathering' in SDLC?,The phase where the needs of stakeholders are identified and documented to determine what the system should do.,needs of stakeholders | identified documented | 'requirement | determine | do | documented | gathering' | identified | needs | phase | sdlc | should | stakeholders | system,functional requirements |  interviews
Q222,What is 'Feasibility Study'?,"An analysis used to determine the viability of an idea, ensuring a project is legally, technically, and economically justifiable.",determine viability | justifiable | 'feasibility | analysis | determine | economically | ensuring | idea | justifiable | legally | project | study' | technically | used | viability,TELOS | analysis
Q223,What is 'Technical Feasibility'?,Assessment of whether the organization has the technology and resources to build the system.,technology resources | build system | 'technical | assessment | build | feasibility' | has | organization | resources | system | technology | whether,hardware software |  capability
Q224,What is 'Economic Feasibility'?,Assessment of the cost-effectiveness of the project (Cost-Benefit Analysis).,cost-effectiveness | cost-benefit analysis | 'economic | analysis | assessment | benefit | cost | effectiveness | feasibility' | project,ROI |  budget
Q225,What is 'Operational Feasibility'?,Assessment of how well the proposed system solves the problems and fits into the organization's operations.,solves problems | fits operations | 'operational | assessment | feasibility' | fits | operations | organization's | problems | proposed | solves | system | well,user acceptance |  workflow
Q226,What is a 'Use Case Diagram'?,A UML diagram that describes the dynamic behavior of a system by showing interactions between actors and the system.,dynamic behavior | actors and system | 'use | actors | behavior | between | case | describes | diagram | diagram' | dynamic | interactions | showing | system | uml,functional requirements | UML
Q227,What is an 'Actor' in a Use Case Diagram?,An entity (user or other system) that interacts with the system being modeled.,entity | interacts with system | 'actor' | being | case | diagram | entity | interacts | modeled | other | system | use | user,user |  external system
Q228,What is a 'Sequence Diagram'?,A UML diagram that shows how objects interact with each other in a specific time sequence.,objects interact | time sequence | 'sequence | diagram | diagram' | each | interact | objects | other | sequence | shows | specific | time | uml,dynamic modeling | messages
Q229,What is a 'Class Diagram'?,"A static structure diagram that describes the structure of a system by showing the system's classes, their attributes, operations, and relationships.",structure of system | classes attributes relationships | 'class | attributes | classes | describes | diagram | diagram' | operations | relationships | showing | static | structure | system | system's | their,static modeling |  UML
Q230,What is 'Prototyping'?,Creating an early sample or model of a product to test a concept or process,early sample | test concept | 'prototyping' | concept | creating | early | model | process | product | sample | test,iterative |  feedback
Q231,What is 'Maintenance' in SDLC?,"The final phase involving correcting errors, improving performance, and adapting the software to a changed environment.",correcting errors | improving performance | 'maintenance' | adapting | changed | correcting | environment | errors | final | improving | involving | performance | phase | sdlc | software,updates |  support
Q232,What is 'Unit Testing'?,Testing individual components or modules of a software application to validate that each unit performs as designed.,individual components | validate unit | 'unit | application | components | designed | each | individual | modules | performs | software | testing | testing' | unit | validate,isolated |  developer test
Q233,What is 'Integration Testing'?,Testing where individual units are combined and tested as a group to expose faults in the interaction between integrated units.,combined tested as group | interaction faults | 'integration | between | combined | expose | faults | group | individual | integrated | interaction | tested | testing | testing' | units,interface |  combined
Q234,What is 'System Testing'?,Testing the complete and integrated software product to verify that it meets specified requirements.,complete integrated product | meets requirements | 'system | complete | integrated | meets | product | requirements | software | specified | testing | testing' | verify,end-to-end | validation
Q235,What is 'User Acceptance Testing' (UAT)?,The final phase of testing where the end-user verifies that the system works for the real-world business scenarios.,end-user verifies | business scenarios | 'user | acceptance | business | end | final | phase | real | scenarios | system | testing | testing' | uat | user | verifies | works | world,final testing |  sign-off
Q236,What is 'Pseudocode'?,An informal high-level description of the operating principle of a computer program or other algorithm.,informal high-level description | algorithm | 'pseudocode' | algorithm | computer | description | high | informal | level | operating | other | principle | program,readable | planning
Q237,What is a 'Logic Error' in programming?,"A bug in a program that causes it to operate incorrectly, but not to terminate abnormally (producing wrong output).",operate incorrectly | wrong output | 'logic | abnormally | bug | but | causes | error' | incorrectly | not | operate | output | producing | program | programming | terminate | wrong,bug |  algorithm flaw
Q238,What is a 'Runtime Error'?,"An error that occurs while the program is running, often causing it to crash (e.g., division by zero).",occurs while running | crash | 'runtime | causing | crash | division | error | error' | occurs | often | program | running | while | zero,exception | execution
Q239,What is 'Variable Scope'?,"The region of the code where a variable is visible and accessible (e.g., Local vs Global).",region visible accessible | local global | 'variable | accessible | code | global | local | region | scope' | variable | visible | vs,access |  lifetime
Q240,What is 'Type Casting'?,"The process of converting a value from one data type to another (e.g., Integer to String).",converting value | one type to another | 'type | another | casting' | converting | data | integer | one | process | string | type | value,conversion |  formatting
Q241,What is a 'Function Parameter'?,A variable used in a function to refer to one of the pieces of data provided as input to the function.,variable in function | input data | 'function | data | function | input | one | parameter' | pieces | provided | refer | used | variable,argument|  passing
Q242,What is 'Recursion'?,A programming technique where a function calls itself in order to solve a problem.,function calls itself | solve problem | 'recursion' | calls | function | itself | order | problem | programming | solve | technique,loop alternative |  base case
